epoch,timestamp,vm_count,workload_variation,prediction_risk,adaptive_signal,adaptive_mode,exploration_probability,standard_fitness,adaptive_fitness,standard_time_ms,adaptive_time_ms,standard_feasible,adaptive_feasible,standard_placement,adaptive_placement
128,1378642200,7,0.083538,0.097114,0.088969,EXPLOITATION,0.253381,0.0303213667,0.0303213667,4.6762,2.9147,true,true,"[16, 16, 13, 16, 13, 16, 16]","[16, 16, 13, 16, 13, 16, 16]"
129,1378642500,7,0.083532,0.092829,0.087251,EXPLOITATION,0.252350,0.0304312957,0.0304312957,5.2764,2.4872,true,true,"[15, 17, 17, 17, 15, 15, 17]","[13, 17, 17, 17, 13, 13, 17]"
130,1378642800,7,0.083279,0.087757,0.085070,EXPLOITATION,0.251042,0.0304877522,0.0304877522,4.3519,2.2742,true,true,"[10, 17, 17, 17, 17, 17, 10]","[10, 17, 17, 17, 17, 17, 10]"
131,1378643100,7,0.083190,0.096057,0.088337,EXPLOITATION,0.253002,0.0303646981,0.0303646981,5.1338,2.5666,true,true,"[17, 17, 15, 17, 15, 17, 17]","[18, 18, 13, 18, 13, 18, 18]"
132,1378643400,7,0.083230,0.093729,0.087429,EXPLOITATION,0.252458,0.0304260037,0.0304260037,6.4814,3.8199,true,true,"[11, 19, 19, 19, 19, 19, 11]","[14, 16, 16, 16, 16, 16, 14]"
133,1378643700,7,0.083315,0.090057,0.086012,EXPLOITATION,0.251607,0.0304011021,0.0304066202,5.3550,2.5103,true,true,"[10, 16, 16, 16, 10, 10, 16]","[12, 17, 17, 17, 17, 17, 12]"
134,1378644000,7,0.083263,0.087100,0.084798,EXPLOITATION,0.250879,0.0304195469,0.0304214733,4.7814,2.3090,true,true,"[12, 19, 19, 19, 12, 12, 19]","[11, 18, 18, 18, 18, 18, 11]"
135,1378644300,7,0.083352,0.107171,0.092880,EXPLOITATION,0.255728,0.0302002513,0.0302002513,7.3378,3.8214,true,true,"[15, 15, 18, 18, 15, 18, 18]","[15, 15, 18, 18, 15, 18, 18]"
136,1378644600,7,0.082163,0.106843,0.092035,EXPLOITATION,0.255221,0.0304753843,0.0305600730,7.7006,4.8771,true,true,"[14, 19, 19, 19, 19, 19, 14]","[19, 19, 19, 19, 11, 19, 11]"
137,1378644900,7,0.082851,0.098357,0.089053,EXPLOITATION,0.253432,0.0304866276,0.0304866276,7.6496,3.7246,true,true,"[14, 19, 19, 19, 14, 14, 19]","[10, 18, 18, 18, 10, 10, 18]"
138,1378645200,7,0.082885,0.095871,0.088079,EXPLOITATION,0.252848,0.0304293481,0.0305153497,4.7604,2.7535,true,true,"[11, 19, 19, 19, 11, 11, 19]","[17, 17, 17, 17, 12, 17, 12]"
139,1378645500,7,0.083025,0.102043,0.090632,EXPLOITATION,0.254379,0.0304146768,0.0304146768,4.7009,2.8614,true,true,"[11, 18, 18, 18, 11, 11, 18]","[11, 18, 18, 18, 11, 11, 18]"
140,1378645800,7,0.083181,0.100343,0.090046,EXPLOITATION,0.254027,0.0304133168,0.0304133168,6.0265,2.5332,true,true,"[11, 18, 18, 18, 18, 18, 11]","[10, 18, 18, 18, 18, 18, 10]"
141,1378646100,7,0.074583,0.090943,0.081127,EXPLOITATION,0.248676,0.0303914076,0.0303910892,4.8659,2.1514,true,true,"[11, 19, 19, 19, 19, 19, 11]","[10, 10, 19, 19, 10, 19, 19]"
142,1378646400,7,0.062953,0.079014,0.069378,EXPLOITATION,0.241627,0.0304207500,0.0305188724,5.1986,2.2134,true,true,"[11, 17, 17, 17, 17, 17, 11]","[16, 16, 15, 16, 15, 16, 16]"
143,1378646700,7,0.061700,0.082529,0.070032,EXPLOITATION,0.242019,0.0304336798,0.0304353649,4.7922,2.1792,true,true,"[11, 16, 16, 16, 11, 11, 16]","[13, 16, 16, 16, 16, 16, 13]"
144,1378647000,7,0.062092,0.082300,0.070175,EXPLOITATION,0.242105,0.0304287312,0.0304274182,4.9033,2.2699,true,true,"[12, 18, 18, 18, 18, 18, 12]","[15, 16, 16, 16, 15, 15, 16]"
145,1378647300,7,0.061499,0.076957,0.067682,EXPLOITATION,0.240609,0.0303873507,0.0303888156,4.9757,2.3242,true,true,"[14, 18, 18, 18, 14, 14, 18]","[10, 18, 18, 18, 18, 18, 10]"
146,1378647600,7,0.061542,0.072657,0.065988,EXPLOITATION,0.239593,0.0304213681,0.0304213681,6.1358,2.5017,true,true,"[12, 17, 17, 17, 17, 17, 12]","[12, 19, 19, 19, 19, 19, 12]"
147,1378647900,7,0.053542,0.081886,0.064880,EXPLOITATION,0.238928,0.0304402091,0.0304425862,5.3215,2.1770,true,true,"[13, 13, 19, 19, 13, 19, 19]","[14, 19, 19, 19, 19, 19, 14]"
148,1378648200,7,0.053591,0.087486,0.067149,EXPLOITATION,0.240289,0.0304386727,0.0304400821,5.1772,2.1353,true,true,"[11, 19, 19, 19, 11, 11, 19]","[14, 17, 17, 17, 17, 17, 14]"
149,1378648500,7,0.043340,0.069657,0.053867,EXPLOITATION,0.232320,0.0304664414,0.0304642620,4.7334,2.1482,true,true,"[15, 15, 16, 16, 15, 16, 16]","[14, 19, 19, 19, 19, 19, 14]"
150,1378648800,7,0.043300,0.067757,0.053083,EXPLOITATION,0.231850,0.0304681806,0.0305419204,7.9748,2.1704,true,true,"[10, 17, 17, 17, 10, 10, 17]","[19, 19, 19, 19, 14, 19, 14]"
151,1378649100,7,0.057954,0.086686,0.069447,EXPLOITATION,0.241668,0.0304313512,0.0304313512,4.6395,3.4466,true,true,"[12, 17, 17, 17, 17, 17, 12]","[12, 18, 18, 18, 18, 18, 12]"
152,1378649400,7,0.057939,0.073357,0.064106,EXPLOITATION,0.238464,0.0304346944,0.0305172243,5.1334,2.1528,true,true,"[10, 18, 18, 18, 10, 10, 18]","[19, 19, 19, 19, 10, 19, 10]"
153,1378649700,7,0.057884,0.073957,0.064313,EXPLOITATION,0.238588,0.0304240205,0.0304240205,4.7384,3.1354,true,true,"[11, 17, 17, 17, 17, 17, 11]","[11, 18, 18, 18, 18, 18, 11]"
154,1378650000,7,0.060102,0.075514,0.066267,EXPLOITATION,0.239760,0.0304399308,0.0304399308,5.8205,2.2660,true,true,"[13, 18, 18, 18, 18, 18, 13]","[10, 19, 19, 19, 19, 19, 10]"
155,1378650300,7,0.060274,0.078643,0.067621,EXPLOITATION,0.240573,0.0304585642,0.0304585642,5.6640,2.1140,true,true,"[11, 18, 18, 18, 18, 18, 11]","[12, 18, 18, 18, 18, 18, 12]"
156,1378650600,7,0.060414,0.077271,0.067157,EXPLOITATION,0.240294,0.0304399026,0.0305257993,4.3864,2.3728,true,true,"[10, 19, 19, 19, 10, 10, 19]","[19, 14, 19, 19, 19, 14, 19]"
157,1378650900,7,0.060396,0.069586,0.064072,EXPLOITATION,0.238443,0.0304030018,0.0304950225,4.6433,2.6957,true,true,"[10, 17, 17, 17, 10, 10, 17]","[19, 19, 19, 19, 10, 19, 10]"
158,1378651200,7,0.065856,0.077543,0.070531,EXPLOITATION,0.242318,0.0304646103,0.0304699568,5.2282,2.0934,true,true,"[15, 16, 16, 16, 16, 16, 15]","[11, 18, 11, 18, 18, 18, 18]"
159,1378651500,7,0.081986,0.097557,0.088215,EXPLOITATION,0.252929,0.0305258588,0.0305265686,5.0715,2.9589,true,true,"[15, 18, 18, 18, 15, 15, 18]","[14, 17, 17, 17, 17, 17, 14]"
160,1378651800,7,0.081919,0.106443,0.091729,EXPLOITATION,0.255037,0.0304633353,0.0304633353,4.7783,2.4281,true,true,"[10, 19, 19, 19, 19, 19, 10]","[12, 18, 18, 18, 18, 18, 12]"
161,1378652100,7,0.080868,0.097029,0.087332,EXPLOITATION,0.252399,0.0304155688,0.0305027053,5.3325,2.5761,true,true,"[13, 19, 19, 19, 13, 13, 19]","[16, 16, 16, 16, 10, 16, 10]"
162,1378652400,7,0.082047,0.097686,0.088303,EXPLOITATION,0.252982,0.0304772843,0.0304787127,4.7335,2.6426,true,true,"[15, 19, 19, 19, 19, 19, 15]","[13, 19, 19, 19, 13, 13, 19]"
163,1378652700,7,0.088806,0.100829,0.093615,EXPLOITATION,0.256169,0.0304655200,0.0304655200,5.2320,2.8243,true,true,"[11, 19, 19, 19, 19, 19, 11]","[10, 18, 18, 18, 18, 18, 10]"
164,1378653000,7,0.088956,0.090714,0.089659,EXPLOITATION,0.253796,0.0304161612,0.0304161612,4.4765,2.4881,true,true,"[12, 19, 19, 19, 12, 12, 19]","[11, 17, 17, 17, 11, 11, 17]"
165,1378653300,7,0.088977,0.092371,0.090335,EXPLOITATION,0.254201,0.0304481878,0.0304556668,4.8499,2.6715,true,true,"[15, 17, 17, 17, 15, 15, 17]","[15, 18, 15, 18, 18, 18, 18]"
166,1378653600,7,0.089017,0.093700,0.090890,EXPLOITATION,0.254534,0.0303893693,0.0303856061,4.7252,2.4827,true,true,"[14, 18, 18, 18, 18, 18, 14]","[11, 19, 19, 19, 11, 11, 19]"
167,1378653900,7,0.089237,0.101157,0.094005,EXPLOITATION,0.256403,0.0303986971,0.0304008071,5.5887,2.8121,true,true,"[11, 19, 19, 19, 11, 11, 19]","[11, 16, 16, 16, 16, 16, 11]"
168,1378654200,7,0.089216,0.091729,0.090221,EXPLOITATION,0.254132,0.0304081234,0.0305033873,4.7680,2.2962,true,true,"[10, 19, 19, 19, 10, 10, 19]","[19, 19, 19, 19, 12, 19, 12]"
169,1378654500,7,0.089307,0.084929,0.087556,EXPLOITATION,0.252533,0.0303816046,0.0303831234,6.1015,6.9191,true,true,"[14, 17, 17, 17, 14, 14, 17]","[13, 16, 16, 16, 16, 16, 13]"
170,1378654800,7,0.090157,0.084529,0.087905,EXPLOITATION,0.252743,0.0304547314,0.0304675827,4.9115,2.4226,true,true,"[15, 18, 18, 18, 18, 18, 15]","[11, 17, 17, 17, 11, 11, 17]"
171,1378655100,7,0.098642,0.108586,0.102619,BALANCED,0.261572,0.0304452957,0.0304455757,5.5138,2.6358,true,true,"[14, 19, 19, 19, 14, 14, 19]","[10, 10, 19, 19, 10, 19, 19]"
172,1378655400,7,0.098822,0.119757,0.107196,BALANCED,0.264318,0.0304236807,0.0304261174,4.5786,2.4883,true,true,"[10, 17, 17, 17, 17, 17, 10]","[10, 19, 10, 19, 19, 19, 19]"
173,1378655700,7,0.098718,0.110000,0.103231,BALANCED,0.261939,0.0304177871,0.0304177871,4.8830,2.4536,true,true,"[13, 18, 18, 18, 18, 18, 13]","[11, 18, 18, 18, 18, 18, 11]"
174,1378656000,7,0.098657,0.110314,0.103320,BALANCED,0.261992,0.0304459642,0.0304521538,4.3837,6.4562,true,true,"[11, 17, 17, 17, 11, 11, 17]","[13, 18, 13, 18, 18, 18, 18]"
175,1378656300,7,0.084828,0.098314,0.090222,EXPLOITATION,0.254133,0.0303898150,0.0303898150,7.7348,2.6833,true,true,"[10, 17, 17, 17, 17, 17, 10]","[15, 17, 17, 17, 17, 17, 15]"
176,1378656600,7,0.089258,0.097871,0.092704,EXPLOITATION,0.255622,0.0304549281,0.0304668145,9.0652,3.9723,true,true,"[12, 18, 18, 18, 18, 18, 12]","[14, 18, 18, 18, 14, 14, 18]"
177,1378656900,7,0.090478,0.089457,0.090069,EXPLOITATION,0.254042,0.0304736574,0.0304766554,8.0344,4.5773,true,true,"[15, 17, 17, 17, 17, 17, 15]","[11, 11, 18, 18, 11, 18, 18]"
178,1378657200,7,0.091602,0.095543,0.093178,EXPLOITATION,0.255907,0.0304658261,0.0305496098,7.2344,2.5779,true,true,"[11, 17, 17, 17, 17, 17, 11]","[16, 16, 16, 16, 15, 16, 15]"
179,1378657500,7,0.092176,0.094629,0.093157,EXPLOITATION,0.255894,0.0304587701,0.0304611301,6.2486,2.4446,true,true,"[10, 19, 19, 19, 19, 19, 10]","[10, 10, 17, 17, 10, 17, 17]"
180,1378657800,7,0.091880,0.093886,0.092682,EXPLOITATION,0.255609,0.0304334910,0.0304367142,4.7977,2.6016,true,true,"[10, 16, 16, 16, 10, 10, 16]","[15, 15, 19, 19, 15, 19, 19]"
181,1378658100,7,0.094939,0.090686,0.093237,EXPLOITATION,0.255942,0.0304277598,0.0305207929,6.8738,3.0637,true,true,"[13, 17, 17, 17, 13, 13, 17]","[19, 10, 19, 19, 19, 10, 19]"
182,1378658400,7,0.094981,0.095171,0.095057,EXPLOITATION,0.257034,0.0304259557,0.0304259557,7.7969,4.1551,true,true,"[12, 16, 16, 16, 12, 12, 16]","[13, 18, 18, 18, 13, 13, 18]"
183,1378658700,7,0.086664,0.102057,0.092821,EXPLOITATION,0.255693,0.0303749207,0.0303749207,6.2696,3.9385,true,true,"[19, 19, 11, 19, 11, 19, 19]","[18, 18, 14, 18, 14, 18, 18]"
184,1378659000,7,0.085925,0.108671,0.095023,EXPLOITATION,0.257014,0.0304403909,0.0305394828,7.1576,4.5553,true,true,"[14, 17, 17, 17, 17, 17, 14]","[19, 19, 19, 19, 11, 19, 11]"
185,1378659300,7,0.085344,0.097800,0.090327,EXPLOITATION,0.254196,0.0304584940,0.0304600023,7.1572,4.1372,true,true,"[14, 19, 19, 19, 14, 14, 19]","[10, 19, 19, 19, 19, 19, 10]"
186,1378659600,7,0.089610,0.105057,0.095789,EXPLOITATION,0.257473,0.0304545900,0.0304545900,7.1749,3.7869,true,true,"[13, 16, 16, 16, 16, 16, 13]","[13, 16, 16, 16, 16, 16, 13]"
187,1378659900,7,0.087196,0.104457,0.094100,EXPLOITATION,0.256460,0.0304558012,0.0305375811,6.9478,3.7377,true,true,"[15, 17, 17, 17, 17, 17, 15]","[19, 19, 19, 19, 14, 19, 14]"
188,1378660200,7,0.086554,0.097229,0.090824,EXPLOITATION,0.254494,0.0304287877,0.0304311407,8.2975,4.0892,true,true,"[14, 17, 17, 17, 14, 14, 17]","[15, 19, 19, 19, 19, 19, 15]"
189,1378660500,7,0.088424,0.093214,0.090340,EXPLOITATION,0.254204,0.0304517179,0.0305301822,9.5897,3.5846,true,true,"[10, 17, 17, 17, 17, 17, 10]","[17, 17, 17, 17, 14, 17, 14]"
190,1378660800,7,0.090636,0.098700,0.093862,EXPLOITATION,0.256317,0.0304956704,0.0304956704,6.5216,3.9145,true,true,"[13, 19, 19, 19, 19, 19, 13]","[10, 19, 19, 19, 19, 19, 10]"
191,1378661100,7,0.089497,0.100271,0.093807,EXPLOITATION,0.256284,0.0304723639,0.0304723639,5.7297,3.2588,true,true,"[12, 19, 19, 19, 19, 19, 12]","[10, 19, 19, 19, 19, 19, 10]"
192,1378661400,7,0.089319,0.093600,0.091032,EXPLOITATION,0.254619,0.0304519022,0.0304564443,5.9075,2.5031,true,true,"[11, 19, 19, 19, 19, 19, 11]","[12, 17, 12, 17, 17, 17, 17]"
193,1378661700,7,0.089448,0.092614,0.090714,EXPLOITATION,0.254429,0.0304589490,0.0305350252,6.9536,2.9352,true,true,"[10, 19, 19, 19, 19, 19, 10]","[19, 19, 19, 19, 13, 19, 13]"
194,1378662000,7,0.091437,0.098786,0.094376,EXPLOITATION,0.256626,0.0304176770,0.0304176770,5.3148,2.6363,true,true,"[14, 18, 18, 18, 18, 18, 14]","[14, 16, 16, 16, 16, 16, 14]"
195,1378662300,7,0.085060,0.098786,0.090550,EXPLOITATION,0.254330,0.0304736561,0.0304747905,7.3291,3.5131,true,true,"[10, 19, 19, 19, 19, 19, 10]","[12, 17, 17, 17, 12, 12, 17]"
196,1378662600,7,0.083826,0.106900,0.093055,EXPLOITATION,0.255833,0.0304650321,0.0304691687,5.8022,3.8983,true,true,"[15, 17, 17, 17, 15, 15, 17]","[11, 11, 16, 16, 11, 16, 16]"
197,1378662900,7,0.083331,0.094500,0.087798,EXPLOITATION,0.252679,0.0304384812,0.0304384812,5.4068,3.4553,true,true,"[14, 17, 17, 17, 14, 14, 17]","[14, 17, 17, 17, 14, 14, 17]"
198,1378663200,7,0.082441,0.098186,0.088739,EXPLOITATION,0.253243,0.0304133534,0.0304093296,8.7867,4.0659,true,true,"[11, 19, 19, 19, 19, 19, 11]","[11, 16, 16, 16, 11, 11, 16]"
199,1378663500,7,0.082066,0.108886,0.092794,EXPLOITATION,0.255676,0.0304191666,0.0305030027,8.0710,6.6712,true,true,"[12, 17, 17, 17, 12, 12, 17]","[19, 19, 19, 19, 11, 19, 11]"
200,1378663800,7,0.082799,0.100386,0.089834,EXPLOITATION,0.253900,0.0304208492,0.0304253895,5.8812,2.8719,true,true,"[13, 19, 19, 19, 13, 13, 19]","[14, 19, 19, 19, 19, 19, 14]"
201,1378664100,7,0.084654,0.093757,0.088295,EXPLOITATION,0.252977,0.0304681482,0.0305347256,6.6413,2.6813,true,true,"[15, 18, 18, 18, 18, 18, 15]","[18, 18, 18, 18, 13, 18, 13]"
202,1378664400,7,0.083208,0.090414,0.086091,EXPLOITATION,0.251654,0.0305171622,0.0305942404,6.3457,4.1888,true,true,"[11, 19, 19, 19, 19, 19, 11]","[17, 17, 17, 17, 13, 17, 13]"
203,1378664700,7,0.083761,0.100629,0.090508,EXPLOITATION,0.254305,0.0304442400,0.0304445208,6.9367,2.6372,true,true,"[13, 18, 18, 18, 18, 18, 13]","[10, 10, 19, 19, 10, 19, 19]"
204,1378665000,7,0.082539,0.094700,0.087404,EXPLOITATION,0.252442,0.0304019389,0.0304050133,7.3246,3.4247,true,true,"[14, 19, 19, 19, 14, 14, 19]","[12, 19, 19, 19, 19, 19, 12]"
205,1378665300,7,0.085702,0.097986,0.090615,EXPLOITATION,0.254369,0.0304774889,0.0304773534,5.0822,3.5144,true,true,"[15, 18, 18, 18, 18, 18, 15]","[10, 10, 19, 19, 10, 19, 19]"
206,1378665600,7,0.085277,0.099014,0.090772,EXPLOITATION,0.254463,0.0303179934,0.0303179934,5.8667,2.8112,true,true,"[18, 18, 11, 18, 11, 18, 18]","[19, 19, 10, 19, 10, 19, 19]"
207,1378665900,7,0.085699,0.118729,0.098911,EXPLOITATION,0.259346,0.0303891018,0.0303891018,5.8981,2.6689,true,true,"[19, 19, 15, 19, 15, 19, 19]","[18, 18, 11, 18, 11, 18, 18]"
208,1378666200,7,0.086606,0.119129,0.099615,EXPLOITATION,0.259769,0.0303547364,0.0303547364,5.4399,3.3024,true,true,"[18, 18, 15, 18, 15, 18, 18]","[19, 19, 13, 19, 13, 19, 19]"
209,1378666500,7,0.087865,0.112000,0.097519,EXPLOITATION,0.258511,0.0304283359,0.0304283359,5.8597,2.9937,true,true,"[14, 18, 18, 18, 18, 18, 14]","[13, 17, 17, 17, 17, 17, 13]"
210,1378666800,7,0.087544,0.111043,0.096944,EXPLOITATION,0.258166,0.0303623031,0.0303623031,5.2134,2.8656,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
211,1378667100,7,0.089161,0.110686,0.097771,EXPLOITATION,0.258662,0.0304604652,0.0304604652,5.6414,3.4116,true,true,"[11, 17, 17, 17, 17, 17, 11]","[11, 19, 19, 19, 19, 19, 11]"
212,1378667400,7,0.088773,0.101714,0.093949,EXPLOITATION,0.256370,0.0304680102,0.0305409558,5.5638,2.5041,true,true,"[11, 18, 18, 18, 11, 11, 18]","[19, 19, 19, 19, 12, 19, 12]"
213,1378667700,7,0.088687,0.098914,0.092778,EXPLOITATION,0.255667,0.0304530448,0.0305272665,6.3204,3.6044,true,true,"[15, 19, 19, 19, 15, 15, 19]","[17, 14, 17, 17, 17, 14, 17]"
214,1378668000,7,0.086502,0.099471,0.091690,EXPLOITATION,0.255014,0.0304911055,0.0304929553,6.6882,3.0952,true,true,"[11, 19, 19, 19, 11, 11, 19]","[13, 13, 16, 16, 13, 16, 16]"
215,1378668300,7,0.087300,0.102971,0.093568,EXPLOITATION,0.256141,0.0304401244,0.0304401244,5.5651,3.0734,true,true,"[11, 16, 16, 16, 16, 16, 11]","[11, 19, 19, 19, 19, 19, 11]"
216,1378668600,7,0.087783,0.107814,0.095795,EXPLOITATION,0.257477,0.0305500075,0.0305944196,5.7072,2.8339,true,true,"[13, 17, 17, 17, 17, 17, 13]","[18, 18, 18, 18, 15, 18, 15]"
217,1378668900,7,0.086078,0.082657,0.084709,EXPLOITATION,0.250826,0.0304785250,0.0304785250,5.6548,2.8752,true,true,"[12, 18, 18, 18, 12, 12, 18]","[12, 18, 18, 18, 12, 12, 18]"
218,1378669200,7,0.083688,0.085614,0.084459,EXPLOITATION,0.250675,0.0304290424,0.0304338547,5.7880,2.3192,true,true,"[15, 17, 17, 17, 15, 15, 17]","[15, 16, 16, 16, 16, 16, 15]"
219,1378669500,7,0.080981,0.102843,0.089726,EXPLOITATION,0.253835,0.0305061707,0.0305082019,6.4386,2.7565,true,true,"[10, 19, 10, 19, 19, 19, 19]","[13, 19, 19, 19, 13, 13, 19]"
220,1378669800,7,0.080966,0.114471,0.094368,EXPLOITATION,0.256621,0.0304772506,0.0304814056,5.9573,3.2344,true,true,"[15, 16, 16, 16, 15, 15, 16]","[15, 16, 15, 16, 16, 16, 16]"
221,1378670100,7,0.080730,0.103186,0.089713,EXPLOITATION,0.253828,0.0304696277,0.0304741865,7.3012,2.7748,true,true,"[10, 18, 18, 18, 18, 18, 10]","[14, 17, 14, 17, 17, 17, 17]"
222,1378670400,7,0.081073,0.094829,0.086575,EXPLOITATION,0.251945,0.0304164819,0.0304164819,5.9641,3.2419,true,true,"[14, 19, 19, 19, 19, 19, 14]","[15, 19, 19, 19, 19, 19, 15]"
223,1378670700,7,0.081668,0.099314,0.088727,EXPLOITATION,0.253236,0.0303436442,0.0303436442,5.2799,3.2005,true,true,"[17, 17, 15, 17, 15, 17, 17]","[17, 17, 15, 17, 15, 17, 17]"
224,1378671000,7,0.081751,0.096014,0.087456,EXPLOITATION,0.252474,0.0304802051,0.0304802051,6.1343,2.7195,true,true,"[11, 18, 18, 18, 18, 18, 11]","[14, 17, 17, 17, 17, 17, 14]"
225,1378671300,7,0.081506,0.096429,0.087475,EXPLOITATION,0.252485,0.0304611366,0.0304611366,7.2909,3.9539,true,true,"[14, 18, 18, 18, 18, 18, 14]","[15, 17, 17, 17, 17, 17, 15]"
226,1378671600,7,0.080822,0.095443,0.086670,EXPLOITATION,0.252002,0.0304931823,0.0304931823,6.6812,2.4544,true,true,"[10, 17, 17, 17, 17, 17, 10]","[15, 17, 17, 17, 17, 17, 15]"
227,1378671900,7,0.081207,0.136029,0.103136,BALANCED,0.261881,0.0304475775,0.0304522679,5.3854,2.5313,true,true,"[12, 19, 19, 19, 12, 12, 19]","[11, 11, 17, 17, 11, 17, 17]"
228,1378672200,7,0.081583,0.141871,0.105698,BALANCED,0.263419,0.0303200745,0.0303200745,5.5900,4.0336,true,true,"[19, 19, 15, 19, 15, 19, 19]","[16, 16, 15, 16, 15, 16, 16]"
229,1378672500,7,0.074158,0.083171,0.077763,EXPLOITATION,0.246658,0.0304327023,0.0305175959,6.0620,3.1331,true,true,"[13, 18, 18, 18, 13, 13, 18]","[17, 17, 17, 17, 13, 17, 13]"
230,1378672800,7,0.073718,0.102100,0.085071,EXPLOITATION,0.251042,0.0304726878,0.0304760707,5.7222,2.2560,true,true,"[12, 19, 19, 19, 12, 12, 19]","[15, 17, 17, 17, 17, 17, 15]"
231,1378673100,7,0.088213,0.133329,0.106259,BALANCED,0.263756,0.0304280264,0.0304280264,4.9348,3.3188,true,true,"[19, 19, 13, 19, 13, 19, 19]","[19, 19, 15, 19, 15, 19, 19]"
232,1378673400,7,0.090294,0.145986,0.112571,BALANCED,0.267542,0.0304671828,0.0304647861,6.3509,3.1122,true,true,"[15, 19, 15, 19, 19, 19, 19]","[11, 18, 18, 18, 18, 18, 11]"
233,1378673700,7,0.089225,0.127329,0.104466,BALANCED,0.262680,0.0304433515,0.0304433515,7.1031,2.9200,true,true,"[10, 19, 19, 19, 10, 10, 19]","[14, 19, 19, 19, 14, 14, 19]"
234,1378674000,7,0.087003,0.124957,0.102185,BALANCED,0.261311,0.0303409511,0.0303409511,4.8226,2.5644,true,true,"[19, 19, 13, 19, 13, 19, 19]","[16, 16, 14, 16, 14, 16, 16]"
235,1378674300,7,0.084632,0.108171,0.094048,EXPLOITATION,0.256429,0.0303336641,0.0303336641,5.0457,2.9572,true,true,"[17, 17, 10, 17, 10, 17, 17]","[19, 19, 11, 19, 11, 19, 19]"
236,1378674600,7,0.084140,0.111629,0.095136,EXPLOITATION,0.257081,0.0303677599,0.0303713150,4.5516,2.4260,true,true,"[18, 18, 15, 18, 15, 18, 18]","[17, 17, 17, 17, 12, 17, 12]"
237,1378674900,7,0.084168,0.112471,0.095489,EXPLOITATION,0.257294,0.0303272898,0.0303272898,5.4711,2.8897,true,true,"[18, 18, 13, 18, 13, 18, 18]","[17, 17, 12, 17, 12, 17, 17]"
238,1378675200,7,0.131003,0.191743,0.155299,BALANCED,0.293179,0.0304240489,0.0304240489,5.3926,2.8953,true,true,"[19, 19, 19, 19, 12, 19, 12]","[19, 19, 19, 19, 12, 19, 12]"
239,1378675500,7,0.130731,0.164243,0.144136,BALANCED,0.286482,0.0303487610,0.0303516978,4.5902,2.8781,true,true,"[19, 19, 13, 19, 13, 19, 19]","[19, 19, 19, 19, 14, 19, 14]"
240,1378675800,7,0.130572,0.171171,0.146812,BALANCED,0.288087,0.0302992895,0.0302992895,4.3724,2.6322,true,true,"[16, 16, 11, 16, 11, 16, 16]","[18, 18, 13, 18, 13, 18, 18]"
241,1378676100,7,0.132812,0.146143,0.138144,BALANCED,0.282887,0.0303563239,0.0303563239,4.6857,2.6042,true,true,"[19, 19, 12, 19, 12, 19, 19]","[17, 17, 11, 17, 11, 17, 17]"
242,1378676400,7,0.132424,0.142529,0.136466,BALANCED,0.281879,0.0303578087,0.0303578087,4.6765,2.5805,true,true,"[17, 17, 15, 17, 15, 17, 17]","[18, 18, 10, 18, 10, 18, 18]"
243,1378676700,7,0.127718,0.184829,0.150562,BALANCED,0.290337,0.0303991751,0.0303991751,4.9289,4.0429,true,true,"[17, 17, 15, 17, 15, 17, 17]","[19, 19, 11, 19, 11, 19, 19]"
244,1378677000,7,0.127566,0.190229,0.152631,BALANCED,0.291578,0.0303706063,0.0303706063,5.4540,2.7946,true,true,"[17, 17, 13, 17, 13, 17, 17]","[17, 17, 14, 17, 14, 17, 17]"
245,1378677300,7,0.127893,0.175271,0.146844,BALANCED,0.288106,0.0303577453,0.0303577453,4.5851,2.6008,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
246,1378677600,7,0.127920,0.181343,0.149289,BALANCED,0.289574,0.0303431154,0.0303431154,4.4707,2.8304,true,true,"[19, 19, 10, 19, 10, 19, 19]","[18, 18, 15, 18, 15, 18, 18]"
247,1378677900,7,0.127874,0.177900,0.147885,BALANCED,0.288731,0.0303527765,0.0303527765,4.4954,3.5376,true,true,"[18, 18, 12, 18, 12, 18, 18]","[19, 19, 15, 19, 15, 19, 19]"
248,1378678200,7,0.127718,0.174329,0.146362,BALANCED,0.287817,0.0303656147,0.0303656147,6.0148,4.0202,true,true,"[19, 19, 14, 19, 14, 19, 19]","[18, 18, 13, 18, 13, 18, 18]"
249,1378678500,7,0.127101,0.178700,0.147741,BALANCED,0.288644,0.0303538449,0.0303538449,6.7954,2.7917,true,true,"[19, 19, 15, 19, 15, 19, 19]","[19, 19, 15, 19, 15, 19, 19]"
250,1378678800,7,0.125757,0.167500,0.142454,BALANCED,0.285472,0.0303716485,0.0303716485,5.0920,2.7376,true,true,"[17, 17, 12, 17, 12, 17, 17]","[18, 18, 11, 18, 11, 18, 18]"
251,1378679100,7,0.125949,0.151657,0.136232,BALANCED,0.281739,0.0303131147,0.0303171422,4.6281,2.9034,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 19, 19, 14, 19, 14]"
